Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 10, nFeatures = 150

feature |          frame
        |                   0                   1                   2                   3                   4                   5                   6                   7                   8                   9
--------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     79 | (413.0,1228.0)= 4361 (408.1,1226.2)=    0 (403.4,1224.4)=    0 (398.9,1222.5)=    0 (394.4,1220.8)=    0 (389.9,1217.8)=    0 (385.4,1215.0)=    0 (380.3,1211.6)=    0 (376.2,1208.5)=    0 (371.7,1204.8)=    0 
     80 | (1591.0,1918.0)= 4289 (1586.6,1915.5)=    0 (1582.2,1912.8)=    0 (1577.9,1910.4)=    0 (1573.6,1907.3)=    0 (1569.7,1903.7)=    0 (1565.1,1899.8)=    0 (1560.7,1895.9)=    0 (1556.8,1891.8)=    0 (1553.1,1887.6)=    0 
     81 | (2382.0,1706.0)= 4281 (2377.1,1703.0)=    0 (2372.3,1700.2)=    0 (2367.4,1697.2)=    0 (2362.7,1693.6)=    0 (2358.0,1689.6)=    0 (2353.3,1685.8)=    0 (2348.3,1681.6)=    0 (2344.0,1677.2)=    0 (2339.6,1672.8)=    0 
     82 | (1568.0,1186.0)= 4234 (1563.2,1183.4)=    0 (1558.6,1181.2)=    0 (1554.2,1178.7)=    0 (1549.5,1176.0)=    0 (1545.1,1172.5)=    0 (1540.7,1169.3)=    0 (1535.8,1165.5)=    0 (1531.6,1161.5)=    0 (1528.1,1157.4)=    0 
     83 | (2165.0,596.0)= 4143 (2160.8,593.6)=    0 (2157.0,591.4)=    0 (2153.0,589.2)=    0 (2148.8,586.6)=    0 (2144.9,583.2)=    0 (2141.1,580.3)=    0 (2136.7,576.8)=    0 (2132.9,572.7)=    0 (2129.4,568.7)=    0 
     84 | (2380.0,315.0)= 4054 (2375.5,312.7)=    0 (2371.7,310.1)=    0 (2367.2,308.1)=    0 (2363.3,305.5)=    0 (2359.2,302.3)=    0 (2355.4,299.3)=    0 (2350.9,295.6)=    0 (2347.0,291.5)=    0 (2343.3,287.4)=    0 
     85 | (599.0,284.0)= 4038 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     86 | (1463.0,1689.0)= 4026 (1458.9,1686.5)=    0 (1454.7,1684.4)=    0 (1450.3,1682.1)=    0 (1446.1,1679.2)=    0 (1442.1,1675.7)=    0 (1437.9,1672.7)=    0 (1433.3,1668.8)=    0 (1429.4,1664.9)=    0 (1426.1,1661.0)=    0 
     87 | (1463.0,1607.0)= 4003 (1458.6,1604.9)=    0 (1454.4,1602.7)=    0 (1449.9,1600.3)=    0 (1445.6,1597.5)=    0 (1441.3,1594.2)=    0 (1437.1,1591.0)=    0 (1432.6,1587.2)=    0 (1428.8,1583.3)=    0 (1425.3,1579.4)=    0 
     88 | (1328.0,1215.0)= 3924 (1323.5,1213.1)=    0 (1319.4,1211.0)=    0 (1315.2,1209.1)=    0 (1311.0,1206.6)=    0 (1306.9,1203.6)=    0 (1303.1,1200.6)=    0 (1298.6,1197.1)=    0 (1294.9,1193.4)=    0 (1291.5,1189.6)=    0 
     89 | ( 28.0,751.0)= 3861 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     90 | (1649.0,1568.0)= 3828 (1644.6,1565.4)=    0 (1639.9,1563.0)=    0 (1635.5,1560.6)=    0 (1631.3,1557.6)=    0 (1627.3,1554.1)=    0 (1622.7,1550.9)=    0 (1618.2,1547.1)=    0 (1614.3,1542.7)=    0 (1609.9,1539.2)=    0 
     91 | (1582.0,1229.0)= 3794 (1577.7,1226.3)=    0 (1573.0,1223.9)=    0 (1568.3,1221.4)=    0 (1563.9,1218.6)=    0 (1559.0,1215.4)=    0 (1554.7,1211.8)=    0 (1549.9,1208.2)=    0 (1545.9,1204.2)=    0 (1542.2,1200.0)=    0 
     92 | (1807.0,576.0)= 3790 (1802.7,573.5)=    0 (1798.8,571.3)=    0 (1794.8,568.9)=    0 (1790.8,566.4)=    0 (1786.9,563.1)=    0 (1782.9,559.8)=    0 (1778.8,556.1)=    0 (1774.8,552.2)=    0 (1771.0,548.2)=    0 
     93 | (2382.0,1673.0)= 3710 (2377.3,1670.1)=    0 (2372.4,1667.3)=    0 (2367.6,1664.4)=    0 (2362.8,1660.9)=    0 (2358.4,1657.0)=    0 (2353.6,1653.2)=    0 (2348.4,1649.1)=    0 (2344.1,1644.6)=    0 (2339.9,1640.1)=    0 
     94 | (2329.0,1747.0)= 3684 (2324.4,1744.0)=    0 (2319.8,1741.0)=    0 (2314.9,1738.1)=    0 (2310.2,1734.5)=    0 (2305.5,1730.8)=    0 (2300.7,1726.7)=    0 (2295.7,1722.6)=    0 (2291.3,1718.1)=    0 (2287.4,1713.7)=    0 
     95 | (1428.0,1718.0)= 3671 (1423.7,1715.9)=    0 (1419.7,1713.5)=    0 (1415.3,1711.2)=    0 (1411.0,1708.3)=    0 (1406.9,1704.9)=    0 (1402.7,1701.4)=    0 (1398.4,1697.7)=    0 (1394.5,1693.9)=    0 (1391.0,1690.1)=    0 
     96 | (1630.0,1204.0)= 3579 (1625.4,1201.6)=    0 (1620.7,1199.0)=    0 (1616.2,1196.8)=    0 (1611.8,1193.8)=    0 (1607.4,1190.6)=    0 (1602.9,1187.1)=    0 (1598.2,1183.2)=    0 (1594.1,1179.3)=    0 (1590.0,1175.2)=    0 
     97 | (1589.0,1756.0)= 3547 (1584.5,1753.5)=    0 (1580.0,1751.0)=    0 (1575.4,1748.5)=    0 (1571.2,1745.6)=    0 (1567.0,1742.2)=    0 (1562.6,1738.6)=    0 (1558.1,1734.9)=    0 (1554.1,1730.9)=    0 (1550.3,1726.5)=    0 
     98 | (3675.0,606.0)= 3535 (3669.6,603.3)=    0 (3664.9,600.8)=    0 (3660.2,598.6)=    0 (3654.7,596.3)=    0 (3650.8,592.8)=    0 (3645.2,589.9)=    0 (3640.2,586.1)=    0 (3635.7,581.8)=    0 (3631.7,577.9)=    0 
     99 | (275.0,1511.0)= 3518 (269.1,1509.0)=    0 (264.2,1507.1)=    0 (258.4,1505.4)=    0 (252.9,1502.9)=    0 (248.2,1499.9)=    0 (242.8,1496.7)=    0 (237.7,1493.2)=    0 (232.4,1489.5)=    0 (228.3,1486.3)=    0 
    100 | (2955.0,954.0)= 3498 (2950.7,951.6)=    0 (2946.2,949.1)=    0 (2941.8,946.7)=    0 (2937.1,943.8)=    0 (2932.8,940.4)=    0 (2928.5,936.9)=    0 (2923.6,933.3)=    0 (2919.1,928.9)=    0 (2915.2,924.9)=    0 
    101 | (1583.0,1322.0)= 3469 (1578.3,1319.4)=    0 (1573.8,1317.3)=    0 (1569.1,1315.0)=    0 (1564.7,1312.1)=    0 (1560.1,1308.5)=    0 (1555.7,1305.0)=    0 (1550.5,1301.5)=    0 (1546.5,1297.5)=    0 (1542.9,1293.4)=    0 
    102 | (1778.0,601.0)= 3462 (1773.9,598.5)=    0 (1769.9,596.3)=    0 (1766.0,594.0)=    0 (1761.6,591.4)=    0 (1757.7,588.0)=    0 (1753.7,585.1)=    0 (1749.3,581.6)=    0 (1745.5,577.5)=    0 (1742.1,573.5)=    0 
    103 | (1777.0,584.0)= 3453 (1773.0,581.5)=    0 (1769.1,579.4)=    0 (1765.3,576.9)=    0 (1761.1,574.5)=    0 (1757.2,571.0)=    0 (1753.3,567.9)=    0 (1748.9,564.4)=    0 (1745.1,560.3)=    0 (1741.8,556.3)=    0 
    104 | (3643.0,1933.0)= 3415 (3637.0,1929.3)=    0 (3631.0,1925.5)=    0 (3624.8,1921.9)=    0 (3618.6,1917.6)=    0 (3612.5,1912.9)=    0 (3606.1,1908.3)=    0 (3599.7,1903.3)=    0 (3594.1,1898.0)=    0 (3588.7,1892.7)=    0 
    105 | (753.0,752.0)= 3407 (750.0,755.6)=    0 (747.2,758.6)=    0 (743.7,760.9)=    0 (740.4,762.3)=    0 (737.0,762.4)=    0 (733.6,762.2)=    0 (729.3,760.9)=    0 (725.3,759.4)=    0 (722.8,757.4)=    0 
    106 | (2116.0,554.0)= 3339 (2111.8,551.6)=    0 (2107.9,548.8)=    0 (2104.1,546.5)=    0 (2099.9,544.3)=    0 (2096.1,541.0)=    0 (2092.5,537.7)=    0 (2087.8,534.2)=    0 (2083.9,529.9)=    0 (2080.7,526.3)=    0 
    107 | (3659.0,1923.0)= 3288 (3653.0,1919.1)=    0 (3647.1,1915.4)=    0 (3640.8,1911.8)=    0 (3634.6,1907.5)=    0 (3628.5,1902.8)=    0 (3622.4,1898.3)=    0 (3616.0,1893.3)=    0 (3610.2,1888.0)=    0 (3604.9,1882.6)=    0 
    108 | (3659.0,1001.0)= 3268 (3653.9,998.1)=    0 (3648.8,995.5)=    0 (3644.0,993.3)=    0 (3639.3,990.3)=    0 (3634.5,986.8)=    0 (3629.6,983.4)=    0 (3624.3,979.4)=    0 (3619.8,975.4)=    0 (3615.3,971.5)=    0 
    109 | (391.0,1169.0)= 3263 (385.7,1165.4)=    0 (381.1,1162.4)=    0 (376.3,1159.9)=    0 (371.0,1156.5)=    0 (366.3,1153.1)=    0 (361.7,1150.0)=    0 (357.0,1146.1)=    0 (352.1,1142.0)=    0 (348.1,1138.1)=    0 
    110 | (1418.0,1345.0)= 3237 (1414.1,1342.9)=    0 (1410.0,1340.6)=    0 (1405.9,1338.3)=    0 (1402.1,1335.8)=    0 (1398.2,1332.9)=    0 (1394.4,1329.7)=    0 (1390.0,1326.2)=    0 (1386.3,1322.3)=    0 (1382.6,1318.6)=    0 
    111 | (1453.0,1666.0)= 3221 (1448.4,1663.7)=    0 (1444.1,1661.4)=    0 (1439.8,1659.0)=    0 (1436.3,1656.7)=    0 (1431.8,1653.5)=    0 (1427.4,1649.7)=    0 (1423.1,1646.3)=    0 (1419.5,1642.3)=    0 (1415.7,1638.1)=    0 
    112 | (2836.0,536.0)= 3203 (2831.7,533.5)=    0 (2827.5,531.4)=    0 (2823.0,529.3)=    0 (2818.6,526.8)=    0 (2814.5,523.3)=    0 (2810.6,519.8)=    0 (2806.0,515.8)=    0 (2802.1,511.4)=    0 (2798.6,506.9)=    0 
    113 | (267.0,650.0)= 3168 (262.0,647.7)=    0 (257.1,645.6)=    0 (252.4,643.6)=    0 (247.4,641.2)=    0 (242.7,638.4)=    0 (238.2,635.4)=    0 (232.7,632.0)=    0 (227.7,628.4)=    0 (223.5,624.4)=    0 
    114 | (1626.0,1218.0)= 3166 (1621.2,1215.5)=    0 (1616.5,1213.1)=    0 (1611.8,1210.8)=    0 (1607.4,1207.8)=    0 (1603.2,1204.6)=    0 (1598.5,1201.3)=    0 (1594.2,1197.4)=    0 (1589.9,1193.2)=    0 (1585.7,1189.2)=    0 
    115 | (2305.0,1701.0)= 3153 (2300.0,1698.1)=    0 (2295.2,1695.2)=    0 (2290.3,1692.4)=    0 (2285.9,1688.8)=    0 (2281.2,1685.2)=    0 (2276.6,1681.2)=    0 (2271.6,1677.1)=    0 (2267.4,1672.7)=    0 (2263.3,1668.3)=    0 
    116 | (1053.0,275.0)= 3123 (1048.9,272.6)=    0 (1044.6,270.4)=    0 (1040.4,268.0)=    0 (1036.2,265.5)=    0 (1032.4,262.4)=    0 (1028.3,259.3)=    0 (1023.7,255.7)=    0 (1019.6,251.5)=    0 (1015.6,247.4)=    0 
    117 | (569.0,353.0)= 3094 (568.9,352.5)=    0 (568.5,351.8)=    0 (567.3,351.4)=    0 (566.0,349.6)=    0 (564.5,347.1)=    0 (561.9,343.5)=    0 (557.8,342.0)=    0 (552.4,340.2)=    0 (548.3,335.2)=    0 
    118 | (203.0,1526.0)= 3073 (197.6,1523.8)=    0 (192.2,1522.1)=    0 (186.7,1520.0)=    0 (181.9,1516.9)=    0 (177.5,1514.4)=    0 (171.6,1511.3)=    0 (165.8,1507.9)=    0 (161.2,1504.2)=    0 (156.5,1500.1)=    0 
    119 | (1326.0,1280.0)= 3067 (1321.9,1277.9)=    0 (1318.0,1275.6)=    0 (1314.0,1273.6)=    0 (1309.9,1271.3)=    0 (1306.2,1268.2)=    0 (1302.5,1265.2)=    0 (1298.1,1261.6)=    0 (1294.3,1257.9)=    0 (1290.7,1253.9)=    0 
    120 | (1547.0,1159.0)= 3057 (1542.2,1156.5)=    0 (1537.1,1154.1)=    0 (1532.2,1151.8)=    0 (1526.6,1149.1)=    0 (1521.3,1145.9)=    0 (1516.5,1142.7)=    0 (1511.9,1139.0)=    0 (1507.3,1135.0)=    0 (1503.3,1131.0)=    0 
    121 | (1823.0,552.0)= 3027 (1818.7,549.6)=    0 (1814.7,547.3)=    0 (1810.6,545.0)=    0 (1806.5,542.4)=    0 (1802.6,539.0)=    0 (1798.9,536.1)=    0 (1794.5,532.4)=    0 (1790.3,528.3)=    0 (1787.1,524.3)=    0 
    122 | (2334.0,1703.0)= 3017 (2329.0,1700.0)=    0 (2324.4,1697.2)=    0 (2319.4,1694.2)=    0 (2314.8,1690.9)=    0 (2310.1,1687.1)=    0 (2305.4,1683.0)=    0 (2300.8,1679.0)=    0 (2296.5,1674.4)=    0 (2292.3,1670.0)=    0 
    123 | (1723.0,669.0)= 2979 (1718.5,666.8)=    0 (1714.8,664.3)=    0 (1710.8,661.9)=    0 (1706.6,659.6)=    0 (1702.6,656.1)=    0 (1698.7,653.2)=    0 (1693.8,649.1)=    0 (1690.1,645.5)=    0 (1686.9,641.6)=    0 
    124 | (1378.0,1322.0)= 2969 (1373.3,1319.5)=    0 (1368.7,1317.4)=    0 (1364.2,1315.3)=    0 (1359.9,1312.2)=    0 (1355.7,1308.9)=    0 (1351.6,1305.7)=    0 (1346.7,1301.9)=    0 (1342.7,1297.9)=    0 (1338.9,1294.3)=    0 
    125 | (463.0,1396.0)= 2964 (458.4,1393.8)=    0 (454.3,1391.7)=    0 (449.8,1389.6)=    0 (444.8,1387.2)=    0 (440.5,1384.1)=    0 (436.1,1381.0)=    0 (431.1,1377.4)=    0 (427.2,1373.5)=    0 (423.1,1369.9)=    0 
    126 | (1767.0,579.0)= 2956 (1762.9,576.6)=    0 (1758.9,574.2)=    0 (1754.9,572.1)=    0 (1750.8,569.5)=    0 (1746.9,566.2)=    0 (1743.0,563.1)=    0 (1738.9,559.5)=    0 (1734.8,555.4)=    0 (1731.2,551.4)=    0 
    127 | (1456.0,625.0)= 2881 (1452.0,622.9)=    0 (1448.2,620.6)=    0 (1444.3,618.3)=    0 (1440.2,615.6)=    0 (1436.6,612.9)=    0 (1432.7,609.9)=    0 (1428.3,605.9)=    0 (1424.5,601.9)=    0 (1420.8,598.2)=    0 
    128 | (364.0,562.0)= 2878 (358.9,559.7)=    0 (354.2,557.8)=    0 (349.2,555.7)=    0 (344.4,553.4)=    0 (339.9,550.4)=    0 (335.6,547.4)=    0 (330.2,543.7)=    0 (325.5,539.8)=    0 (321.1,536.1)=    0 
    129 | (247.0,1503.0)= 2855 (241.7,1501.1)=    0 (236.3,1498.7)=    0 (230.8,1497.3)=    0 (225.8,1494.4)=    0 (220.6,1491.7)=    0 (215.3,1487.9)=    0 (210.0,1485.0)=    0 (204.8,1481.2)=    0 (200.0,1477.6)=    0 
    130 | (2320.0,707.0)= 2849 (2316.0,704.8)=    0 (2311.9,702.5)=    0 (2308.0,700.3)=    0 (2304.2,697.7)=    0 (2300.3,694.6)=    0 (2296.5,691.5)=    0 (2292.3,687.8)=    0 (2288.5,683.9)=    0 (2284.5,679.8)=    0 
    131 | (1809.0,616.0)= 2821 (1804.6,613.5)=    0 (1800.6,611.4)=    0 (1796.7,609.1)=    0 (1792.5,606.6)=    0 (1788.6,603.1)=    0 (1784.7,600.3)=    0 (1780.2,596.6)=    0 (1776.3,592.5)=    0 (1773.0,588.6)=    0 
    132 | (1467.0,621.0)= 2806 (1462.9,618.6)=    0 (1459.2,616.5)=    0 (1455.4,614.2)=    0 (1451.5,611.7)=    0 (1447.4,608.6)=    0 (1444.0,605.7)=    0 (1439.5,602.1)=    0 (1435.6,598.2)=    0 (1432.3,594.3)=    0 
    133 | (2143.0,576.0)= 2803 (2139.1,573.5)=    0 (2134.8,571.1)=    0 (2131.0,569.1)=    0 (2127.2,566.6)=    0 (2123.2,563.2)=    0 (2119.5,560.2)=    0 (2114.9,556.7)=    0 (2111.2,552.8)=    0 (2107.9,548.8)=    0 
    134 | (2328.0,761.0)= 2787 (2324.0,758.5)=    0 (2319.8,756.1)=    0 (2315.8,753.9)=    0 (2311.9,751.4)=    0 (2308.1,747.9)=    0 (2304.2,744.8)=    0 (2300.0,741.2)=    0 (2296.3,737.2)=    0 (2292.5,733.2)=    0 
    135 | (1581.0,1290.0)= 2779 (1576.5,1287.4)=    0 (1572.0,1284.9)=    0 (1567.6,1282.6)=    0 (1562.6,1279.8)=    0 (1558.2,1276.3)=    0 (1553.7,1273.1)=    0 (1548.9,1269.5)=    0 (1544.5,1265.4)=    0 (1541.0,1261.3)=    0 
    136 | (319.0,1499.0)= 2776 (313.6,1497.1)=    0 (308.2,1495.5)=    0 (302.8,1493.0)=    0 (297.6,1490.7)=    0 (292.9,1487.9)=    0 (287.5,1484.5)=    0 (282.3,1481.3)=    0 (277.5,1477.7)=    0 (272.8,1474.0)=    0 
    137 | (1805.0,1493.0)= 2768 (1800.2,1491.0)=    0 (1795.5,1488.4)=    0 (1790.9,1486.3)=    0 (1786.5,1483.6)=    0 (1782.3,1480.5)=    0 (1778.0,1477.2)=    0 (1773.2,1473.4)=    0 (1769.0,1469.6)=    0 (1764.9,1465.7)=    0 
    138 | (335.0,754.0)= 2743 (329.5,752.0)=    0 (325.3,749.6)=    0 (320.1,747.4)=    0 (315.6,744.9)=    0 (311.0,742.1)=    0 (306.2,739.1)=    0 (301.6,735.3)=    0 (296.7,731.2)=    0 (292.5,727.4)=    0 
    139 | (1288.0,1276.0)= 2734 (1283.8,1274.0)=    0 (1279.6,1272.0)=    0 (1275.1,1270.0)=    0 (1271.5,1267.3)=    0 (1267.5,1264.5)=    0 (1263.6,1261.1)=    0 (1259.3,1257.7)=    0 (1255.2,1254.0)=    0 (1251.3,1250.2)=    0 
    140 | (2176.0,574.0)= 2713 (2171.8,571.7)=    0 (2167.8,569.5)=    0 (2164.0,567.2)=    0 (2159.6,564.7)=    0 (2156.0,561.5)=    0 (2151.8,558.4)=    0 (2147.5,554.8)=    0 (2143.6,550.8)=    0 (2140.2,546.9)=    0 
    141 | (1499.0,279.0)= 2711 (1495.0,276.7)=    0 (1491.4,274.3)=    0 (1487.6,272.1)=    0 (1483.2,269.6)=    0 (1479.6,266.2)=    0 (1476.0,263.2)=    0 (1472.0,259.5)=    0 (1467.9,255.2)=    0 (1464.4,251.5)=    0 
    142 | (2951.0,227.0)= 2679 (2946.5,224.3)=    0 (2942.0,222.3)=    0 (2937.8,220.1)=    0 (2932.8,217.6)=    0 (2928.6,214.1)=    0 (2924.7,211.1)=    0 (2919.7,207.3)=    0 (2915.7,203.3)=    0 (2912.0,199.2)=    0 
    143 | (1591.0,1900.0)= 2665 (1586.4,1897.5)=    0 (1581.9,1895.0)=    0 (1577.7,1892.5)=    0 (1573.3,1889.4)=    0 (1569.2,1885.9)=    0 (1564.8,1882.5)=    0 (1560.4,1878.4)=    0 (1556.3,1874.4)=    0 (1552.4,1870.0)=    0 
    144 | (1463.0,1852.0)= 2663 (1458.4,1849.5)=    0 (1454.2,1847.3)=    0 (1449.9,1844.6)=    0 (1445.7,1841.7)=    0 (1441.7,1838.5)=    0 (1437.3,1834.8)=    0 (1432.7,1831.0)=    0 (1429.0,1827.0)=    0 (1425.3,1822.9)=    0 
    145 | (415.0,1386.0)= 2661 (410.1,1384.3)=    0 (405.7,1382.7)=    0 (401.0,1380.9)=    0 (396.4,1378.8)=    0 (391.8,1376.0)=    0 (387.5,1373.4)=    0 (382.8,1370.1)=    0 (378.3,1366.6)=    0 (374.5,1363.2)=    0 
    146 | (1394.0,1615.0)= 2661 (1389.8,1612.9)=    0 (1385.6,1610.7)=    0 (1381.3,1608.4)=    0 (1377.1,1605.8)=    0 (1373.2,1602.5)=    0 (1368.7,1599.1)=    0 (1364.5,1595.5)=    0 (1360.2,1591.6)=    0 (1356.9,1587.7)=    0 
    147 | (2251.0,1063.0)= 2651 (2246.7,1060.5)=    0 (2242.7,1058.2)=    0 (2239.0,1056.1)=    0 (2234.9,1053.1)=    0 (2231.2,1049.9)=    0 (2227.3,1046.7)=    0 (2223.0,1043.0)=    0 (2219.2,1039.0)=    0 (2215.5,1035.2)=    0 
    148 | (1380.0,1407.0)= 2646 (1376.1,1404.8)=    0 (1372.0,1402.7)=    0 (1368.0,1400.3)=    0 (1363.9,1398.2)=    0 (1360.2,1395.0)=    0 (1356.5,1391.9)=    0 (1352.2,1388.4)=    0 (1348.5,1384.6)=    0 (1345.0,1380.8)=    0 
    149 | (373.0,374.0)= 2610 (368.1,371.5)=    0 (363.5,369.2)=    0 (358.5,366.5)=    0 (353.4,364.6)=    0 (349.0,361.4)=    0 (344.4,358.3)=    0 (339.1,354.5)=    0 (333.7,350.3)=    0 (329.4,346.3)=    0 
